coo: 42.3598039_-71.1131296;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2020-03-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.31;92.26;11.30;102.54;21.84;113.69;31.44;126.62;39.38;142.28;44.66;161.24;46.25;182.56;43.75;203.54;37.76;221.76;29.37;236.72;19.51;249.17;8.85;260.07;--;--;--;--;--;--;--;--;--;--;
2020-03-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.63;92.02;11.63;102.29;22.18;113.46;31.80;126.41;39.76;142.13;45.06;161.20;46.64;182.69;44.10;203.80;38.07;222.08;29.64;237.07;19.75;249.52;9.07;260.41;--;--;--;--;--;--;--;--;--;--;
2020-03-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.95;91.77;11.96;102.05;22.52;113.23;32.16;126.20;40.15;141.98;45.46;161.17;47.03;182.81;44.46;204.06;38.38;222.41;29.90;237.42;19.98;249.86;9.28;260.75;--;--;--;--;--;--;--;--;--;--;
2020-03-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.27;91.53;12.28;101.81;22.86;112.99;32.52;125.99;40.53;141.83;45.86;161.14;47.43;182.94;44.81;204.33;38.68;222.75;30.16;237.77;20.22;250.21;9.50;261.09;--;--;--;--;--;--;--;--;--;--;
2020-03-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.59;91.29;12.61;101.57;23.20;112.76;32.88;125.78;40.92;141.68;46.27;161.10;47.82;183.08;45.17;204.60;38.99;223.09;30.42;238.12;20.45;250.56;9.72;261.44;--;--;--;--;--;--;--;--;--;--;
2020-03-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.92;91.05;12.93;101.33;23.54;112.53;33.24;125.57;41.30;141.53;46.67;161.07;48.21;183.21;45.52;204.88;39.29;223.43;30.69;238.48;20.68;250.91;9.93;261.78;--;--;--;--;--;--;--;--;--;--;
2020-03-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.24;90.81;13.26;101.09;23.88;112.29;33.60;125.36;41.69;141.37;47.07;161.04;48.60;183.35;45.87;205.15;39.59;223.77;30.94;238.83;20.91;251.26;10.14;262.13;--;--;--;--;--;--;--;--;--;--;
2020-03-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;90.57;13.59;100.85;24.22;112.06;33.96;125.14;42.07;141.22;47.47;161.01;48.99;183.49;46.22;205.44;39.89;224.12;31.20;239.19;21.14;251.62;10.36;262.47;-0.69;272.67;--;--;--;--;--;--;--;--;
2020-03-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.88;90.33;13.91;100.61;24.56;111.82;34.32;124.93;42.46;141.06;47.87;160.97;49.38;183.63;46.57;205.72;40.19;224.47;31.46;239.55;21.37;251.97;10.57;262.82;-0.48;273.01;--;--;--;--;--;--;--;--;
2020-03-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.20;90.08;14.24;100.37;24.89;111.58;34.68;124.71;42.84;140.90;48.27;160.94;49.77;183.78;46.92;206.01;40.48;224.82;31.71;239.92;21.59;252.33;10.78;263.16;-0.27;273.35;--;--;--;--;--;--;--;--;
2020-03-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.52;89.85;14.56;100.13;25.23;111.35;35.04;124.49;43.22;140.74;48.67;160.91;50.16;183.93;47.26;206.30;40.78;225.17;31.96;240.28;21.82;252.68;10.99;263.51;-0.07;273.69;--;--;--;--;--;--;--;--;
2020-03-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.84;89.61;14.88;99.89;25.57;111.11;35.39;124.27;43.60;140.58;49.07;160.88;50.55;184.07;47.61;206.60;41.07;225.53;32.21;240.65;22.04;253.04;11.20;263.85;0.14;274.03;--;--;--;--;--;--;--;--;
2020-03-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.16;89.37;15.20;99.64;25.90;110.87;35.75;124.05;43.98;140.42;49.46;160.84;50.93;184.23;47.95;206.90;41.36;225.89;32.46;241.01;22.26;253.39;11.41;264.20;0.35;274.37;--;--;--;--;--;--;--;--;
2020-03-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.47;89.13;15.53;99.40;26.23;110.63;36.10;123.83;44.36;140.25;49.86;160.81;51.32;184.38;48.29;207.20;41.65;226.25;32.71;241.38;22.48;253.75;11.62;264.54;0.56;274.70;--;--;--;--;--;--;--;--;
2020-03-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.79;88.89;15.85;99.16;26.56;110.39;36.45;123.61;44.74;140.09;50.25;160.78;51.70;184.54;48.63;207.50;41.94;226.62;32.96;241.75;22.70;254.10;11.82;264.89;0.76;275.04;--;--;--;--;--;--;--;--;
2020-03-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.10;88.65;16.16;98.92;26.89;110.15;36.80;123.38;45.11;139.92;50.65;160.74;52.08;184.69;48.97;207.81;42.22;226.98;33.20;242.12;22.92;254.46;12.03;265.23;0.97;275.37;--;--;--;--;--;--;--;--;
2020-04-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.42;88.42;16.48;98.68;27.22;109.90;37.15;123.16;45.49;139.75;51.04;160.70;52.46;184.85;49.30;208.12;42.51;227.35;33.44;242.49;23.14;254.82;12.24;265.57;1.17;275.71;--;--;--;--;--;--;--;--;
2020-04-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.73;88.18;16.79;98.44;27.55;109.66;37.50;122.93;45.86;139.58;51.43;160.67;52.84;185.01;49.64;208.44;42.79;227.72;33.68;242.86;23.35;255.17;12.44;265.91;1.38;276.04;--;--;--;--;--;--;--;--;
2020-04-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.04;87.94;17.11;98.19;27.87;109.42;37.84;122.70;46.23;139.41;51.82;160.63;53.21;185.18;49.97;208.75;43.07;228.09;33.92;243.23;23.56;255.52;12.64;266.25;1.58;276.37;--;--;--;--;--;--;--;--;
2020-04-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.35;87.71;17.42;97.95;28.20;109.17;38.18;122.47;46.60;139.23;52.20;160.59;53.59;185.34;50.30;209.07;43.34;228.46;34.16;243.59;23.78;255.88;12.84;266.59;1.79;276.70;--;--;--;--;--;--;--;--;
2020-04-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.66;87.47;17.73;97.71;28.52;108.93;38.52;122.23;46.96;139.05;52.59;160.55;53.96;185.50;50.63;209.39;43.62;228.83;34.39;243.96;23.99;256.23;13.05;266.93;1.99;277.03;--;--;--;--;--;--;--;--;
2020-04-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.96;87.24;18.04;97.47;28.83;108.68;38.86;122.00;47.33;138.87;52.97;160.51;54.33;185.67;50.95;209.71;43.89;229.21;34.63;244.33;24.20;256.58;13.25;267.26;2.19;277.35;--;--;--;--;--;--;--;--;
2020-04-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.27;87.00;18.34;97.22;29.15;108.44;39.20;121.76;47.69;138.69;53.35;160.46;54.70;185.84;51.27;210.04;44.16;229.58;34.86;244.70;24.41;256.93;13.44;267.60;2.39;277.68;--;--;--;--;--;--;--;--;
2020-04-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.57;86.77;18.64;96.98;29.46;108.19;39.53;121.52;48.05;138.50;53.73;160.42;55.07;186.01;51.59;210.36;44.43;229.95;35.09;245.07;24.61;257.28;13.64;267.93;2.60;278.00;--;--;--;--;--;--;--;--;
2020-04-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.86;86.53;18.94;96.74;29.77;107.94;39.86;121.28;48.40;138.31;54.11;160.37;55.43;186.17;51.91;210.69;44.70;230.33;35.31;245.44;24.82;257.63;13.84;268.26;2.80;278.32;--;--;--;--;--;--;--;--;
2020-04-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.16;86.30;19.24;96.50;30.08;107.69;40.18;121.04;48.75;138.12;54.48;160.32;55.80;186.34;52.23;211.02;44.96;230.70;35.54;245.80;25.02;257.97;14.04;268.59;3.00;278.63;--;--;--;--;--;--;--;--;
2020-04-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.45;86.07;19.53;96.25;30.38;107.44;40.51;120.80;49.10;137.93;54.85;160.27;56.16;186.51;52.54;211.35;45.22;231.08;35.76;246.17;25.22;258.32;14.23;268.91;3.20;278.95;--;--;--;--;--;--;--;--;
2020-04-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.74;85.84;19.82;96.01;30.68;107.19;40.83;120.56;49.45;137.73;55.22;160.22;56.51;186.68;52.85;211.68;45.48;231.45;35.98;246.53;25.43;258.66;14.42;269.24;3.39;279.26;--;--;--;--;--;--;--;--;
2020-04-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.03;85.60;20.11;95.77;30.98;106.94;41.14;120.31;49.79;137.53;55.58;160.16;56.87;186.85;53.16;212.01;45.73;231.83;36.20;246.90;25.62;259.00;14.62;269.56;3.59;279.57;--;--;--;--;--;--;--;--;
2020-04-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.32;85.37;20.40;95.53;31.27;106.69;41.45;120.06;50.13;137.33;55.95;160.10;57.22;187.03;53.46;212.34;45.99;232.20;36.42;247.26;25.82;259.34;14.81;269.88;3.79;279.87;--;--;--;--;--;--;--;--;
2020-04-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.60;85.14;20.68;95.28;31.56;106.44;41.76;119.81;50.47;137.13;56.31;160.04;57.57;187.20;53.76;212.67;46.24;232.58;36.64;247.62;26.02;259.67;15.00;270.19;3.98;280.18;--;--;--;--;--;--;--;--;
2020-04-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.87;84.91;20.96;95.04;31.85;106.18;42.07;119.56;50.80;136.92;56.66;159.98;57.92;187.37;54.06;213.01;46.49;232.95;36.85;247.98;26.22;260.01;15.19;270.51;4.18;280.48;--;--;--;--;--;--;--;--;
2020-04-17;--;--;--;--;--;--;--;--;--;--;--;--;-0.75;74.72;10.15;84.68;21.23;94.80;32.13;105.93;42.37;119.31;51.13;136.71;57.02;159.91;58.26;187.54;54.36;213.34;46.73;233.32;37.06;248.33;26.41;260.34;15.38;270.82;4.37;280.77;--;--;--;--;--;--;--;--;
2020-04-18;--;--;--;--;--;--;--;--;--;--;--;--;-0.47;74.50;10.42;84.46;21.50;94.56;32.41;105.68;42.67;119.05;51.46;136.50;57.37;159.84;58.60;187.70;54.65;213.67;46.98;233.69;37.27;248.69;26.60;260.67;15.57;271.13;4.57;281.07;--;--;--;--;--;--;--;--;
2020-04-19;--;--;--;--;--;--;--;--;--;--;--;--;-0.20;74.29;10.69;84.23;21.77;94.32;32.69;105.42;42.96;118.80;51.78;136.28;57.71;159.77;58.94;187.87;54.94;214.01;47.22;234.06;37.48;249.04;26.79;260.99;15.76;271.43;4.76;281.36;--;--;--;--;--;--;--;--;
2020-04-20;--;--;--;--;--;--;--;--;--;--;--;--;0.07;74.08;10.95;84.00;22.03;94.07;32.96;105.17;43.25;118.54;52.10;136.06;58.05;159.69;59.27;188.04;55.23;214.34;47.46;234.43;37.69;249.39;26.98;261.32;15.94;271.73;4.95;281.64;--;--;--;--;--;--;--;--;
2020-04-21;--;--;--;--;--;--;--;--;--;--;--;--;0.34;73.86;11.21;83.77;22.29;93.83;33.23;104.91;43.54;118.28;52.41;135.84;58.39;159.61;59.60;188.21;55.52;214.67;47.69;234.79;37.89;249.73;27.17;261.63;16.13;272.03;5.15;281.93;--;--;--;--;--;--;--;--;
2020-04-22;--;--;--;--;--;--;--;--;--;--;--;--;0.61;73.65;11.47;83.55;22.55;93.59;33.49;104.66;43.82;118.02;52.72;135.61;58.73;159.53;59.93;188.37;55.80;215.00;47.93;235.15;38.09;250.07;27.36;261.95;16.31;272.32;5.34;282.21;--;--;--;--;--;--;--;--;
2020-04-23;--;--;--;--;--;--;--;--;--;--;--;--;0.87;73.44;11.72;83.32;22.80;93.35;33.75;104.40;44.10;117.76;53.03;135.38;59.06;159.44;60.25;188.53;56.08;215.33;48.16;235.52;38.29;250.41;27.54;262.26;16.49;272.62;5.52;282.48;--;--;--;--;--;--;--;--;
2020-04-24;--;--;--;--;--;--;--;--;--;--;--;--;1.13;73.23;11.97;83.10;23.05;93.11;34.00;104.15;44.37;117.49;53.33;135.15;59.39;159.35;60.57;188.70;56.35;215.66;48.39;235.87;38.49;250.75;27.73;262.57;16.67;272.90;5.71;282.75;--;--;--;--;--;--;--;--;
2020-04-25;--;--;--;--;--;--;--;--;--;--;--;--;1.38;73.03;12.22;82.88;23.29;92.88;34.25;103.89;44.64;117.23;53.62;134.92;59.71;159.26;60.89;188.86;56.62;215.99;48.61;236.23;38.69;251.08;27.91;262.88;16.85;273.19;5.90;283.02;--;--;--;--;--;--;--;--;
2020-04-26;--;--;--;--;--;--;--;--;--;--;--;--;1.63;72.82;12.46;82.66;23.53;92.64;34.50;103.64;44.90;116.96;53.92;134.68;60.03;159.16;61.20;189.01;56.89;216.31;48.84;236.58;38.88;251.41;28.09;263.18;17.03;273.47;6.09;283.29;--;--;--;--;--;--;--;--;
2020-04-27;--;--;--;--;--;--;--;--;--;--;--;--;1.88;72.61;12.70;82.44;23.76;92.40;34.74;103.38;45.16;116.70;54.20;134.44;60.35;159.06;61.51;189.17;57.16;216.64;49.06;236.93;39.07;251.74;28.27;263.48;17.21;273.74;6.27;283.54;--;--;--;--;--;--;--;--;
2020-04-28;--;--;--;--;--;--;--;--;--;--;--;--;2.12;72.41;12.93;82.22;23.99;92.16;34.98;103.13;45.41;116.43;54.48;134.20;60.66;158.95;61.82;189.32;57.42;216.96;49.28;237.28;39.26;252.06;28.45;263.77;17.39;274.01;6.46;283.80;--;--;--;--;--;--;--;--;
2020-04-29;--;--;--;--;--;--;--;--;--;--;--;--;2.35;72.21;13.16;82.00;24.22;91.93;35.21;102.87;45.66;116.16;54.76;133.95;60.96;158.84;62.12;189.47;57.68;217.28;49.49;237.62;39.45;252.38;28.62;264.06;17.56;274.28;6.64;284.05;--;--;--;--;--;--;--;--;
2020-04-30;--;--;--;--;--;--;--;--;--;--;--;--;2.59;72.00;13.38;81.78;24.44;91.69;35.43;102.62;45.90;115.89;55.03;133.70;61.26;158.73;62.42;189.62;57.93;217.59;49.70;237.96;39.64;252.70;28.80;264.35;17.73;274.55;6.82;284.30;--;--;--;--;--;--;--;--;
2020-05-01;--;--;--;--;--;--;--;--;--;--;--;--;2.81;71.80;13.60;81.57;24.66;91.46;35.65;102.37;46.14;115.62;55.30;133.45;61.56;158.61;62.72;189.77;58.19;217.91;49.91;238.30;39.82;253.01;28.97;264.63;17.91;274.80;7.00;284.54;--;--;--;--;--;--;--;--;
2020-05-02;--;--;--;--;--;--;--;--;--;--;--;--;3.04;71.61;13.81;81.35;24.87;91.23;35.87;102.11;46.37;115.35;55.56;133.20;61.85;158.49;63.01;189.91;58.44;218.22;50.12;238.63;40.00;253.31;29.14;264.91;18.08;275.06;7.18;284.78;--;--;--;--;--;--;--;--;
2020-05-03;--;--;--;--;--;--;--;--;--;--;--;--;3.26;71.41;14.02;81.14;25.07;91.00;36.08;101.86;46.60;115.08;55.81;132.94;62.14;158.36;63.29;190.05;58.68;218.52;50.32;238.96;40.18;253.61;29.31;265.18;18.25;275.31;7.36;285.01;--;--;--;--;--;--;--;--;
2020-05-04;--;--;--;--;--;--;--;--;--;--;--;--;3.47;71.21;14.23;80.93;25.27;90.77;36.29;101.61;46.82;114.81;56.06;132.69;62.42;158.23;63.58;190.18;58.92;218.83;50.53;239.28;40.36;253.91;29.48;265.45;18.42;275.55;7.53;285.24;--;--;--;--;--;--;--;--;
2020-05-05;--;--;--;--;--;--;--;--;--;--;--;--;3.68;71.02;14.43;80.72;25.47;90.54;36.49;101.36;47.04;114.54;56.31;132.43;62.70;158.09;63.85;190.31;59.16;219.12;50.73;239.60;40.54;254.20;29.64;265.71;18.58;275.80;7.71;285.47;--;--;--;--;--;--;--;--;
2020-05-06;--;--;--;--;--;--;--;--;--;--;--;--;3.89;70.83;14.62;80.51;25.66;90.31;36.69;101.11;47.25;114.27;56.55;132.16;62.97;157.95;64.13;190.44;59.40;219.42;50.92;239.91;40.71;254.49;29.81;265.97;18.75;276.03;7.88;285.68;--;--;--;--;--;--;--;--;
2020-05-07;--;--;--;--;--;--;--;--;--;--;--;--;4.08;70.64;14.81;80.30;25.85;90.09;36.88;100.86;47.45;114.00;56.78;131.90;63.24;157.81;64.40;190.56;59.63;219.71;51.12;240.22;40.88;254.77;29.97;266.22;18.91;276.26;8.05;285.90;--;--;--;--;--;--;--;--;
2020-05-08;--;--;--;--;--;--;--;--;--;--;--;--;4.28;70.45;15.00;80.10;26.03;89.86;37.06;100.62;47.65;113.73;57.01;131.63;63.50;157.66;64.66;190.68;59.85;219.99;51.31;240.52;41.05;255.05;30.13;266.47;19.07;276.49;8.22;286.11;--;--;--;--;--;--;--;--;
2020-05-09;--;--;--;--;--;--;--;--;--;--;--;--;4.47;70.26;15.17;79.90;26.21;89.64;37.24;100.37;47.85;113.46;57.23;131.37;63.75;157.51;64.92;190.79;60.08;220.28;51.49;240.82;41.22;255.32;30.29;266.72;19.23;276.71;8.39;286.31;--;--;--;--;--;--;--;--;
2020-05-10;--;--;--;--;--;--;--;--;--;--;--;--;4.65;70.08;15.35;79.70;26.38;89.42;37.42;100.13;48.03;113.20;57.44;131.10;64.00;157.35;65.18;190.90;60.30;220.55;51.68;241.11;41.39;255.58;30.45;266.95;19.39;276.93;8.56;286.51;--;--;--;--;--;--;--;--;
2020-05-11;--;--;--;--;--;--;--;--;--;--;--;--;4.83;69.89;15.52;79.50;26.54;89.21;37.58;99.89;48.22;112.93;57.65;130.83;64.25;157.18;65.43;191.00;60.51;220.82;51.86;241.40;41.55;255.84;30.61;267.18;19.55;277.14;8.73;286.71;--;--;--;--;--;--;--;--;
2020-05-12;--;--;--;--;--;--;--;--;--;--;--;--;5.01;69.71;15.68;79.30;26.70;88.99;37.75;99.65;48.39;112.66;57.86;130.56;64.49;157.02;65.67;191.10;60.73;221.09;52.04;241.67;41.71;256.10;30.76;267.41;19.71;277.34;8.89;286.89;--;--;--;--;--;--;--;--;
2020-05-13;--;--;--;--;--;--;--;--;--;--;--;--;5.18;69.53;15.84;79.11;26.86;88.78;37.91;99.41;48.56;112.40;58.05;130.28;64.72;156.85;65.91;191.19;60.94;221.34;52.22;241.95;41.87;256.34;30.91;267.63;19.86;277.54;9.05;287.08;--;--;--;--;--;--;--;--;
2020-05-14;--;--;--;--;--;--;--;--;--;--;--;--;5.34;69.36;16.00;78.91;27.01;88.57;38.06;99.18;48.73;112.14;58.25;130.01;64.95;156.67;66.15;191.28;61.14;221.60;52.39;242.22;42.02;256.59;31.06;267.85;20.01;277.74;9.21;287.26;--;--;--;--;--;--;--;--;
2020-05-15;--;--;--;--;--;--;--;--;--;--;--;--;5.50;69.18;16.15;78.73;27.15;88.36;38.20;98.94;48.89;111.88;58.43;129.74;65.17;156.49;66.38;191.36;61.34;221.84;52.56;242.48;42.18;256.82;31.21;268.06;20.16;277.92;9.37;287.43;--;--;--;--;--;--;--;--;
2020-05-16;--;--;--;--;--;--;--;--;--;--;--;--;5.65;69.01;16.29;78.54;27.29;88.15;38.35;98.71;49.04;111.62;58.61;129.47;65.38;156.31;66.61;191.43;61.54;222.08;52.73;242.73;42.33;257.05;31.36;268.26;20.31;278.11;9.52;287.60;-0.70;297.41;--;--;--;--;--;--;
2020-05-17;--;--;--;--;--;--;--;--;--;--;--;--;5.80;68.84;16.43;78.35;27.42;87.95;38.48;98.49;49.19;111.36;58.78;129.19;65.59;156.12;66.83;191.50;61.73;222.31;52.89;242.98;42.48;257.27;31.50;268.46;20.46;278.29;9.68;287.76;-0.54;297.56;--;--;--;--;--;--;
2020-05-18;--;--;--;--;--;--;--;--;--;--;--;--;5.94;68.67;16.56;78.17;27.55;87.75;38.61;98.26;49.33;111.11;58.95;128.92;65.80;155.93;67.04;191.56;61.92;222.54;53.06;243.22;42.63;257.49;31.64;268.65;20.60;278.46;9.83;287.91;-0.37;297.70;--;--;--;--;--;--;
2020-05-19;--;--;--;--;--;--;--;--;--;--;--;--;6.08;68.51;16.69;77.99;27.67;87.56;38.74;98.04;49.47;110.85;59.11;128.65;65.99;155.73;67.26;191.62;62.11;222.76;53.22;243.45;42.77;257.70;31.78;268.84;20.74;278.62;9.98;288.07;-0.21;297.84;--;--;--;--;--;--;
2020-05-20;--;--;--;--;--;--;--;--;--;--;--;--;6.21;68.35;16.81;77.82;27.79;87.36;38.85;97.82;49.59;110.60;59.26;128.38;66.18;155.53;67.46;191.66;62.29;222.97;53.37;243.67;42.91;257.90;31.92;269.01;20.88;278.78;10.12;288.21;-0.06;297.97;--;--;--;--;--;--;
2020-05-21;--;--;--;--;--;--;--;--;--;--;--;--;6.34;68.19;16.93;77.65;27.90;87.17;38.97;97.61;49.72;110.36;59.41;128.11;66.37;155.33;67.66;191.70;62.47;223.17;53.52;243.89;43.05;258.10;32.06;269.19;21.02;278.94;10.27;288.35;0.10;298.10;--;--;--;--;--;--;
2020-05-22;--;--;--;--;--;--;--;--;--;--;--;--;6.46;68.03;17.04;77.48;28.01;86.98;39.08;97.40;49.84;110.12;59.55;127.85;66.54;155.13;67.86;191.74;62.64;223.36;53.67;244.10;43.19;258.28;32.19;269.35;21.16;279.09;10.41;288.48;0.25;298.22;--;--;--;--;--;--;
2020-05-23;--;--;--;--;--;--;--;--;--;--;--;--;6.57;67.88;17.14;77.31;28.11;86.80;39.18;97.19;49.95;109.88;59.69;127.58;66.71;154.92;68.05;191.77;62.81;223.55;53.82;244.30;43.33;258.47;32.32;269.51;21.29;279.23;10.55;288.61;0.40;298.33;--;--;--;--;--;--;
2020-05-24;--;--;--;--;--;--;--;--;--;--;--;--;6.68;67.73;17.24;77.15;28.21;86.62;39.27;96.99;50.05;109.64;59.82;127.32;66.88;154.71;68.23;191.79;62.97;223.72;53.96;244.50;43.46;258.64;32.45;269.67;21.42;279.37;10.69;288.73;0.54;298.44;--;--;--;--;--;--;
2020-05-25;--;--;--;--;--;--;--;--;--;--;--;--;6.79;67.58;17.34;76.99;28.30;86.45;39.36;96.79;50.15;109.41;59.94;127.06;67.04;154.50;68.41;191.80;63.14;223.89;54.11;244.68;43.59;258.81;32.58;269.81;21.55;279.50;10.82;288.85;0.69;298.54;--;--;--;--;--;--;
