coo: 42.3598039_-71.1131296;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2020-05-26;--;--;--;--;--;--;--;--;--;--;--;--;6.88;67.43;17.43;76.83;28.38;86.27;39.45;96.59;50.25;109.18;60.05;126.80;67.19;154.29;68.58;191.80;63.29;224.05;54.24;244.86;43.72;258.97;32.70;269.95;21.68;279.62;10.95;288.96;0.83;298.64;--;--;--;--;--;--;
2020-05-27;--;--;--;--;--;--;--;--;--;--;--;--;6.98;67.29;17.51;76.68;28.46;86.11;39.53;96.40;50.34;108.96;60.16;126.55;67.33;154.07;68.75;191.80;63.44;224.20;54.38;245.03;43.84;259.12;32.82;270.09;21.80;279.74;11.08;289.07;0.96;298.74;--;--;--;--;--;--;
2020-05-28;--;--;--;--;--;--;--;--;--;--;--;--;7.06;67.15;17.59;76.53;28.53;85.94;39.60;96.21;50.42;108.74;60.27;126.30;67.47;153.86;68.91;191.79;63.59;224.34;54.51;245.19;43.96;259.26;32.94;270.22;21.92;279.85;11.21;289.17;1.09;298.82;--;--;--;--;--;--;
2020-05-29;--;--;--;--;--;--;--;--;--;--;--;--;7.15;67.02;17.66;76.39;28.60;85.78;39.67;96.03;50.50;108.53;60.36;126.06;67.60;153.64;69.06;191.77;63.73;224.47;54.63;245.34;44.08;259.40;33.06;270.34;22.04;279.96;11.33;289.26;1.22;298.90;--;--;--;--;--;--;
2020-05-30;--;--;--;--;--;--;--;--;--;--;--;--;7.22;66.89;17.73;76.24;28.67;85.63;39.74;95.86;50.57;108.32;60.45;125.81;67.73;153.42;69.21;191.75;63.87;224.60;54.76;245.48;44.20;259.53;33.17;270.45;22.16;280.06;11.45;289.35;1.35;298.98;--;--;--;--;--;--;
2020-05-31;--;--;--;--;--;--;--;--;--;--;--;--;7.29;66.76;17.79;76.11;28.72;85.48;39.80;95.68;50.63;108.12;60.54;125.58;67.85;153.21;69.35;191.72;64.01;224.71;54.88;245.61;44.31;259.65;33.28;270.56;22.27;280.15;11.57;289.43;1.47;299.05;--;--;--;--;--;--;
2020-06-01;--;--;--;--;--;--;--;--;--;--;--;--;7.36;66.64;17.85;75.97;28.78;85.33;39.85;95.52;50.69;107.93;60.62;125.35;67.96;152.99;69.49;191.68;64.14;224.81;55.00;245.74;44.42;259.76;33.39;270.65;22.38;280.24;11.68;289.51;1.59;299.12;--;--;--;--;--;--;
2020-06-02;--;--;--;--;--;--;--;--;--;--;--;--;7.42;66.52;17.90;75.85;28.83;85.19;39.90;95.36;50.75;107.74;60.69;125.12;68.06;152.77;69.62;191.63;64.26;224.90;55.11;245.85;44.53;259.87;33.50;270.75;22.48;280.32;11.79;289.58;1.71;299.18;--;--;--;--;--;--;
2020-06-03;--;--;--;--;--;--;--;--;--;--;--;--;7.47;66.40;17.95;75.72;28.87;85.05;39.94;95.20;50.80;107.55;60.75;124.90;68.16;152.56;69.75;191.57;64.38;224.98;55.22;245.96;44.63;259.97;33.60;270.83;22.59;280.39;11.90;289.64;1.82;299.23;--;--;--;--;--;--;
2020-06-04;--;--;--;--;--;--;--;--;--;--;--;--;7.52;66.29;17.99;75.60;28.91;84.92;39.98;95.05;50.84;107.37;60.81;124.68;68.25;152.35;69.86;191.51;64.50;225.05;55.33;246.05;44.73;260.06;33.70;270.91;22.69;280.46;12.00;289.70;1.93;299.28;--;--;--;--;--;--;
2020-06-05;--;--;--;--;--;--;--;--;--;--;--;--;7.57;66.18;18.03;75.49;28.94;84.79;40.01;94.91;50.88;107.20;60.87;124.47;68.33;152.13;69.98;191.44;64.61;225.12;55.43;246.14;44.83;260.14;33.80;270.98;22.79;280.53;12.10;289.75;2.03;299.32;--;--;--;--;--;--;
2020-06-06;--;--;--;--;--;--;--;--;--;--;--;--;7.61;66.08;18.06;75.37;28.97;84.67;40.04;94.77;50.91;107.03;60.91;124.27;68.41;151.93;70.08;191.37;64.72;225.17;55.53;246.22;44.92;260.21;33.89;271.05;22.88;280.58;12.20;289.80;2.13;299.36;--;--;--;--;--;--;
2020-06-07;--;--;--;--;--;--;--;--;--;--;--;--;7.64;65.98;18.09;75.27;28.99;84.55;40.06;94.63;50.94;106.88;60.96;124.08;68.48;151.72;70.18;191.28;64.82;225.21;55.62;246.29;45.02;260.28;33.98;271.11;22.97;280.63;12.29;289.84;2.23;299.39;--;--;--;--;--;--;
2020-06-08;--;--;--;--;--;--;--;--;--;--;--;--;7.67;65.88;18.11;75.17;29.01;84.44;40.08;94.51;50.96;106.72;60.99;123.89;68.54;151.52;70.27;191.19;64.91;225.24;55.71;246.34;45.10;260.33;34.07;271.16;23.06;280.67;12.38;289.88;2.32;299.42;--;--;--;--;--;--;
2020-06-09;--;--;--;--;--;--;--;--;--;--;--;--;7.69;65.79;18.13;75.07;29.02;84.34;40.09;94.39;50.98;106.58;61.02;123.71;68.60;151.32;70.36;191.10;65.01;225.25;55.80;246.39;45.19;260.38;34.15;271.20;23.14;280.71;12.47;289.91;2.41;299.44;--;--;--;--;--;--;
2020-06-10;--;--;--;--;--;--;--;--;--;--;--;--;7.71;65.70;18.14;74.98;29.03;84.24;40.10;94.27;50.99;106.44;61.05;123.54;68.65;151.12;70.44;190.99;65.09;225.26;55.88;246.43;45.27;260.43;34.23;271.24;23.23;280.74;12.55;289.93;2.49;299.46;--;--;--;--;--;--;
2020-06-11;--;--;--;--;--;--;--;--;--;--;--;--;7.72;65.62;18.14;74.89;29.03;84.14;40.10;94.17;50.99;106.31;61.06;123.37;68.69;150.93;70.51;190.88;65.17;225.26;55.96;246.46;45.35;260.46;34.31;271.27;23.30;280.77;12.63;289.95;2.57;299.47;--;--;--;--;--;--;
2020-06-12;--;--;--;--;--;--;--;--;--;--;--;--;7.73;65.54;18.15;74.81;29.03;84.06;40.10;94.06;51.00;106.19;61.08;123.21;68.73;150.75;70.58;190.77;65.25;225.25;56.04;246.48;45.42;260.48;34.38;271.29;23.38;280.78;12.70;289.96;2.65;299.48;--;--;--;--;--;--;
2020-06-13;--;--;--;--;--;--;--;--;--;--;--;--;7.73;65.47;18.14;74.73;29.02;83.97;40.09;93.97;50.99;106.07;61.08;123.07;68.76;150.57;70.64;190.65;65.32;225.22;56.11;246.49;45.49;260.50;34.45;271.30;23.45;280.80;12.77;289.97;2.72;299.48;--;--;--;--;--;--;
2020-06-14;--;--;--;--;--;--;--;--;--;--;--;--;7.73;65.40;18.13;74.66;29.01;83.90;40.08;93.88;50.98;105.97;61.08;122.93;68.78;150.39;70.69;190.53;65.39;225.19;56.18;246.49;45.56;260.51;34.52;271.31;23.51;280.80;12.84;289.97;2.78;299.47;--;--;--;--;--;--;
2020-06-15;--;--;--;--;--;--;--;--;--;--;--;--;7.72;65.33;18.12;74.60;29.00;83.83;40.06;93.80;50.97;105.87;61.08;122.80;68.80;150.22;70.74;190.40;65.45;225.15;56.24;246.48;45.62;260.51;34.58;271.31;23.57;280.80;12.90;289.97;2.84;299.46;--;--;--;--;--;--;
2020-06-16;--;--;--;--;--;--;--;--;--;--;--;--;7.71;65.27;18.11;74.54;28.98;83.76;40.04;93.73;50.95;105.78;61.07;122.68;68.81;150.06;70.77;190.26;65.50;225.09;56.30;246.47;45.68;260.50;34.64;271.31;23.63;280.79;12.96;289.96;2.90;299.45;--;--;--;--;--;--;
2020-06-17;--;--;--;--;--;--;--;--;--;--;--;--;7.69;65.22;18.08;74.48;28.95;83.70;40.02;93.66;50.93;105.70;61.06;122.56;68.81;149.91;70.81;190.12;65.55;225.03;56.35;246.44;45.73;260.49;34.69;271.30;23.69;280.78;13.01;289.94;2.95;299.43;--;--;--;--;--;--;
2020-06-18;--;--;--;--;--;--;--;--;--;--;--;--;7.67;65.17;18.06;74.43;28.93;83.65;39.99;93.60;50.91;105.62;61.04;122.46;68.81;149.76;70.83;189.98;65.59;224.95;56.40;246.40;45.78;260.46;34.74;271.28;23.74;280.76;13.06;289.92;3.00;299.41;--;--;--;--;--;--;
2020-06-19;--;--;--;--;--;--;--;--;--;--;--;--;7.64;65.13;18.03;74.39;28.89;83.60;39.96;93.55;50.88;105.56;61.01;122.37;68.80;149.62;70.85;189.83;65.63;224.87;56.44;246.36;45.83;260.43;34.79;271.25;23.78;280.74;13.10;289.90;3.04;299.38;--;--;--;--;--;--;
2020-06-20;--;--;--;--;--;--;--;--;--;--;--;--;7.61;65.09;17.99;74.35;28.86;83.56;39.92;93.51;50.84;105.50;60.98;122.29;68.78;149.49;70.86;189.68;65.66;224.78;56.48;246.30;45.87;260.39;34.83;271.22;23.82;280.71;13.14;289.87;3.08;299.34;--;--;--;--;--;--;
2020-06-21;--;--;--;--;--;--;--;--;--;--;--;--;7.57;65.05;17.95;74.32;28.82;83.53;39.88;93.47;50.80;105.45;60.95;122.21;68.76;149.36;70.87;189.53;65.69;224.67;56.52;246.24;45.91;260.34;34.87;271.18;23.86;280.67;13.18;289.83;3.11;299.31;--;--;--;--;--;--;
2020-06-22;--;--;--;--;--;--;--;--;--;--;--;--;7.53;65.02;17.91;74.29;28.77;83.50;39.84;93.44;50.76;105.41;60.91;122.15;68.73;149.25;70.86;189.38;65.71;224.56;56.55;246.16;45.94;260.29;34.90;271.13;23.89;280.63;13.21;289.79;3.13;299.26;--;--;--;--;--;--;
2020-06-23;--;--;--;--;--;--;--;--;--;--;--;--;7.48;65.00;17.86;74.27;28.72;83.48;39.79;93.42;50.71;105.38;60.86;122.10;68.70;149.14;70.85;189.22;65.72;224.44;56.57;246.08;45.97;260.23;34.93;271.08;23.92;280.58;13.24;289.74;3.16;299.21;--;--;--;--;--;--;
2020-06-24;--;--;--;--;--;--;--;--;--;--;--;--;7.43;64.98;17.81;74.25;28.67;83.47;39.74;93.40;50.66;105.36;60.81;122.05;68.66;149.05;70.84;189.07;65.73;224.31;56.59;245.99;45.99;260.16;34.96;271.02;23.95;280.53;13.26;289.69;3.17;299.16;--;--;--;--;--;--;
2020-06-25;--;--;--;--;--;--;--;--;--;--;--;--;7.38;64.97;17.76;74.24;28.62;83.46;39.68;93.39;50.60;105.35;60.76;122.02;68.61;148.96;70.82;188.91;65.73;224.17;56.61;245.89;46.01;260.08;34.98;270.96;23.97;280.47;13.27;289.63;3.19;299.11;--;--;--;--;--;--;
2020-06-26;--;--;--;--;--;--;--;--;--;--;--;--;7.32;64.96;17.70;74.24;28.56;83.46;39.62;93.39;50.54;105.34;60.70;122.00;68.56;148.88;70.78;188.75;65.73;224.02;56.62;245.78;46.03;260.00;35.00;270.89;23.98;280.40;13.28;289.57;3.19;299.04;--;--;--;--;--;--;
2020-06-27;--;--;--;--;--;--;--;--;--;--;--;--;7.26;64.96;17.63;74.24;28.49;83.47;39.56;93.40;50.48;105.35;60.63;121.99;68.50;148.81;70.75;188.59;65.72;223.87;56.62;245.66;46.04;259.90;35.01;270.81;23.99;280.33;13.29;289.50;3.19;298.98;--;--;--;--;--;--;
2020-06-28;--;--;--;--;--;--;--;--;--;--;--;--;7.19;64.96;17.57;74.25;28.43;83.48;39.49;93.41;50.41;105.36;60.57;121.99;68.43;148.75;70.70;188.43;65.71;223.71;56.62;245.54;46.05;259.80;35.01;270.72;24.00;280.26;13.29;289.43;3.19;298.91;--;--;--;--;--;--;
2020-06-29;--;--;--;--;--;--;--;--;--;--;--;--;7.12;64.97;17.50;74.26;28.36;83.50;39.42;93.44;50.34;105.38;60.49;122.00;68.36;148.70;70.65;188.27;65.68;223.54;56.62;245.40;46.05;259.70;35.02;270.63;24.00;280.18;13.29;289.36;3.18;298.83;--;--;--;--;--;--;
2020-06-30;--;--;--;--;--;--;--;--;--;--;--;--;7.04;64.98;17.42;74.28;28.28;83.52;39.35;93.47;50.26;105.42;60.42;122.02;68.29;148.66;70.59;188.12;65.65;223.36;56.61;245.26;46.04;259.59;35.01;270.54;23.99;280.09;13.28;289.27;3.16;298.76;--;--;--;--;--;--;
2020-07-01;--;--;--;--;--;--;--;--;--;--;--;--;6.96;65.00;17.34;74.31;28.21;83.55;39.27;93.50;50.19;105.46;60.34;122.05;68.21;148.63;70.53;187.96;65.62;223.18;56.59;245.11;46.03;259.47;35.01;270.43;23.98;280.00;13.27;289.19;3.14;298.67;--;--;--;--;--;--;
2020-07-02;--;--;--;--;--;--;--;--;--;--;--;--;6.88;65.03;17.26;74.34;28.13;83.59;39.19;93.55;50.10;105.51;60.25;122.09;68.12;148.62;70.46;187.81;65.58;222.99;56.57;244.96;46.02;259.34;34.99;270.33;23.97;279.90;13.25;289.10;3.12;298.59;--;--;--;--;--;--;
2020-07-03;--;--;--;--;--;--;--;--;--;--;--;--;6.79;65.06;17.18;74.38;28.04;83.64;39.11;93.60;50.02;105.56;60.16;122.14;68.02;148.61;70.38;187.66;65.53;222.79;56.54;244.79;46.00;259.21;34.98;270.21;23.95;279.80;13.22;289.00;3.09;298.50;--;--;--;--;--;--;
2020-07-04;--;--;--;--;--;--;--;--;--;--;--;--;6.70;65.09;17.09;74.42;27.96;83.69;39.02;93.66;49.93;105.63;60.07;122.20;67.93;148.61;70.29;187.51;65.48;222.59;56.51;244.62;45.98;259.07;34.95;270.09;23.92;279.69;13.19;288.91;3.05;298.40;--;--;--;--;--;--;
2020-07-05;--;--;--;--;--;--;--;--;--;--;--;--;6.61;65.14;17.00;74.48;27.87;83.75;38.93;93.73;49.84;105.71;59.97;122.28;67.82;148.62;70.20;187.36;65.42;222.38;56.47;244.45;45.95;258.92;34.93;269.97;23.89;279.58;13.16;288.80;3.01;298.31;--;--;--;--;--;--;
2020-07-06;--;--;--;--;--;--;--;--;--;--;--;--;6.51;65.18;16.90;74.53;27.77;83.82;38.84;93.81;49.74;105.79;59.87;122.36;67.71;148.64;70.10;187.22;65.35;222.17;56.42;244.26;45.91;258.77;34.89;269.84;23.86;279.47;13.12;288.70;2.96;298.21;--;--;--;--;--;--;
2020-07-07;--;--;--;--;--;--;--;--;--;--;--;--;6.41;65.24;16.81;74.60;27.68;83.89;38.74;93.89;49.65;105.89;59.76;122.45;67.60;148.68;70.00;187.08;65.28;221.96;56.37;244.07;45.87;258.61;34.86;269.70;23.82;279.35;13.07;288.58;2.90;298.10;--;--;--;--;--;--;
2020-07-08;--;--;--;--;--;--;--;--;--;--;--;--;6.31;65.30;16.71;74.66;27.58;83.97;38.64;93.98;49.54;105.99;59.65;122.56;67.48;148.72;69.88;186.95;65.20;221.74;56.32;243.88;45.83;258.45;34.81;269.56;23.78;279.22;13.02;288.47;2.84;297.99;--;--;--;--;--;--;
2020-07-09;--;--;--;--;--;--;--;--;--;--;--;--;6.20;65.36;16.60;74.74;27.48;84.05;38.54;94.08;49.44;106.10;59.54;122.67;67.35;148.77;69.76;186.81;65.11;221.51;56.25;243.68;45.78;258.28;34.77;269.42;23.72;279.09;12.97;288.35;2.78;297.88;--;--;--;--;--;--;
2020-07-10;--;--;--;--;--;--;--;--;--;--;--;--;6.09;65.43;16.50;74.82;27.38;84.15;38.44;94.18;49.33;106.22;59.42;122.79;67.22;148.83;69.64;186.69;65.02;221.29;56.19;243.47;45.72;258.11;34.71;269.27;23.67;278.96;12.91;288.23;2.71;297.77;--;--;--;--;--;--;
2020-07-11;--;--;--;--;--;--;--;--;--;--;--;--;5.97;65.51;16.39;74.91;27.27;84.25;38.33;94.30;49.22;106.35;59.30;122.93;67.08;148.91;69.51;186.57;64.92;221.06;56.11;243.26;45.66;257.93;34.65;269.12;23.61;278.82;12.84;288.10;2.63;297.65;--;--;--;--;--;--;
2020-07-12;--;--;--;--;--;--;--;--;--;--;--;--;5.85;65.59;16.27;75.00;27.16;84.35;38.23;94.42;49.11;106.48;59.18;123.07;66.94;148.99;69.37;186.45;64.81;220.83;56.03;243.04;45.59;257.74;34.59;268.96;23.54;278.68;12.77;287.97;2.55;297.53;--;--;--;--;--;--;
2020-07-13;--;--;--;--;--;--;--;--;--;--;--;--;5.73;65.68;16.16;75.10;27.05;84.46;38.12;94.54;48.99;106.63;59.05;123.22;66.80;149.08;69.22;186.34;64.70;220.59;55.95;242.82;45.52;257.55;34.52;268.79;23.47;278.53;12.69;287.84;2.46;297.40;--;--;--;--;--;--;
2020-07-14;--;--;--;--;--;--;--;--;--;--;--;--;5.61;65.77;16.04;75.21;26.94;84.58;38.00;94.68;48.88;106.78;58.92;123.39;66.65;149.18;69.07;186.23;64.58;220.36;55.85;242.59;45.44;257.36;34.45;268.62;23.39;278.38;12.60;287.70;2.37;297.27;--;--;--;--;--;--;
2020-07-15;--;--;--;--;--;--;--;--;--;--;--;--;5.48;65.87;15.92;75.32;26.82;84.71;37.89;94.82;48.75;106.94;58.78;123.56;66.49;149.29;68.91;186.13;64.45;220.12;55.75;242.36;45.35;257.16;34.37;268.45;23.31;278.23;12.51;287.56;2.27;297.14;--;--;--;--;--;--;
2020-07-16;--;--;--;--;--;--;--;--;--;--;--;--;5.35;65.98;15.80;75.43;26.70;84.84;37.77;94.97;48.63;107.11;58.64;123.74;66.33;149.41;68.75;186.03;64.32;219.88;55.65;242.13;45.26;256.96;34.28;268.28;23.22;278.07;12.42;287.42;2.16;297.01;--;--;--;--;--;--;
2020-07-17;--;--;--;--;--;--;--;--;--;--;--;--;5.22;66.09;15.68;75.56;26.58;84.98;37.65;95.13;48.50;107.29;58.50;123.93;66.16;149.54;68.58;185.94;64.18;219.64;55.54;241.89;45.17;256.75;34.19;268.10;23.13;277.91;12.32;287.27;2.05;296.87;--;--;--;--;--;--;
2020-07-18;--;--;--;--;--;--;--;--;--;--;--;--;5.09;66.20;15.55;75.69;26.46;85.12;37.52;95.29;48.37;107.48;58.36;124.13;65.99;149.68;68.40;185.86;64.03;219.40;55.42;241.65;45.06;256.54;34.09;267.91;23.03;277.75;12.21;287.12;1.94;296.74;--;--;--;--;--;--;
2020-07-19;--;--;--;--;--;--;--;--;--;--;--;--;4.95;66.33;15.42;75.82;26.34;85.27;37.40;95.46;48.24;107.67;58.21;124.33;65.82;149.83;68.22;185.78;63.88;219.17;55.30;241.40;44.96;256.33;33.99;267.73;22.93;277.58;12.10;286.97;1.81;296.59;--;--;--;--;--;--;
2020-07-20;--;--;--;--;--;--;--;--;--;--;--;--;4.81;66.45;15.29;75.96;26.21;85.43;37.27;95.64;48.11;107.87;58.05;124.55;65.64;149.98;68.03;185.70;63.72;218.93;55.17;241.16;44.84;256.11;33.88;267.54;22.82;277.41;11.99;286.81;1.69;296.45;--;--;--;--;--;--;
2020-07-21;--;--;--;--;--;--;--;--;--;--;--;--;4.67;66.59;15.16;76.11;26.08;85.59;37.14;95.82;47.97;108.08;57.90;124.77;65.46;150.14;67.83;185.63;63.56;218.69;55.04;240.91;44.72;255.89;33.77;267.34;22.70;277.23;11.87;286.65;1.55;296.30;--;--;--;--;--;--;
2020-07-22;--;--;--;--;--;--;--;--;--;--;--;--;4.53;66.73;15.02;76.26;25.95;85.76;37.01;96.01;47.83;108.29;57.74;125.00;65.27;150.31;67.63;185.57;63.38;218.45;54.89;240.66;44.60;255.67;33.65;267.14;22.58;277.06;11.74;286.49;1.42;296.16;--;--;--;--;--;--;
2020-07-23;--;--;--;--;--;--;--;--;--;--;--;--;4.38;66.87;14.88;76.42;25.82;85.94;36.88;96.21;47.69;108.52;57.58;125.24;65.07;150.49;67.43;185.52;63.21;218.22;54.75;240.40;44.47;255.44;33.52;266.94;22.45;276.88;11.60;286.33;1.27;296.00;--;--;--;--;--;--;
2020-07-24;--;--;--;--;--;--;--;--;--;--;--;--;4.23;67.02;14.74;76.59;25.68;86.12;36.74;96.41;47.54;108.75;57.41;125.49;64.88;150.68;67.22;185.46;63.02;217.98;54.59;240.15;44.33;255.21;33.39;266.74;22.32;276.70;11.47;286.16;1.12;295.85;--;--;--;--;--;--;
2020-07-25;--;--;--;--;--;--;--;--;--;--;--;--;4.08;67.18;14.60;76.76;25.55;86.30;36.61;96.62;47.40;108.98;57.24;125.75;64.68;150.87;67.00;185.42;62.83;217.75;54.43;239.89;44.19;254.98;33.26;266.54;22.19;276.51;11.32;285.99;0.97;295.70;--;--;--;--;--;--;
2020-07-26;--;--;--;--;--;--;--;--;--;--;--;--;3.93;67.34;14.46;76.93;25.41;86.50;36.47;96.84;47.25;109.23;57.07;126.01;64.47;151.07;66.78;185.38;62.63;217.52;54.27;239.63;44.04;254.74;33.12;266.33;22.04;276.32;11.17;285.82;0.81;295.54;--;--;--;--;--;--;
2020-07-27;--;--;--;--;--;--;--;--;--;--;--;--;3.77;67.50;14.31;77.11;25.27;86.70;36.33;97.06;47.10;109.48;56.90;126.28;64.26;151.28;66.55;185.35;62.43;217.29;54.10;239.37;43.89;254.51;32.97;266.12;21.90;276.13;11.02;285.65;0.64;295.38;--;--;--;--;--;--;
2020-07-28;--;--;--;--;--;--;--;--;--;--;--;--;3.61;67.67;14.17;77.30;25.13;86.90;36.18;97.29;46.94;109.74;56.72;126.55;64.04;151.49;66.31;185.32;62.22;217.06;53.92;239.11;43.73;254.27;32.82;265.90;21.74;275.94;10.86;285.47;0.47;295.22;--;--;--;--;--;--;
2020-07-29;--;--;--;--;--;--;--;--;--;--;--;--;3.46;67.85;14.02;77.49;24.98;87.11;36.04;97.52;46.79;110.00;56.54;126.84;63.83;151.71;66.08;185.30;62.01;216.84;53.73;238.85;43.57;254.03;32.66;265.69;21.59;275.75;10.69;285.29;0.29;295.05;--;--;--;--;--;--;
2020-07-30;--;--;--;--;--;--;--;--;--;--;--;--;3.29;68.03;13.87;77.69;24.84;87.32;35.89;97.76;46.63;110.27;56.35;127.13;63.60;151.93;65.83;185.28;61.78;216.62;53.54;238.59;43.40;253.78;32.50;265.47;21.42;275.55;10.52;285.11;0.11;294.89;--;--;--;--;--;--;
2020-07-31;--;--;--;--;--;--;--;--;--;--;--;--;3.13;68.22;13.72;77.89;24.69;87.55;35.74;98.01;46.47;110.55;56.17;127.42;63.38;152.16;65.58;185.27;61.56;216.40;53.35;238.33;43.22;253.54;32.33;265.25;21.25;275.35;10.35;284.93;-0.08;294.72;--;--;--;--;--;--;
2020-08-01;--;--;--;--;--;--;--;--;--;--;--;--;2.97;68.41;13.56;78.10;24.54;87.77;35.59;98.26;46.31;110.83;55.98;127.72;63.15;152.40;65.33;185.26;61.32;216.18;53.15;238.07;43.04;253.30;32.16;265.03;21.08;275.15;10.17;284.75;-0.27;294.55;--;--;--;--;--;--;
